Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600563;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;28/04/2014;29/04/2014 a 29/04/2014;01/03/2015;Leopardus wiedii;Gato-maracajá;Leopardus wiedii;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus wiedii;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600564;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;09/05/2014;10/05/2014 a 10/05/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600565;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;11/05/2014;12/05/2014 a 12/05/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600566;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;17/05/2014;18/05/2014 a 18/05/2014;01/03/2015;Leopardus wiedii;Gato-maracajá;Leopardus wiedii;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus wiedii;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600567;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;29/05/2014;30/05/2014 a 30/05/2014;01/03/2015;Leopardus wiedii;Gato-maracajá;Leopardus wiedii;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus wiedii;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600569;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;26/08/2014;27/08/2014 a 27/08/2014;01/03/2015;Leopardus wiedii;Gato-maracajá;Leopardus wiedii;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus wiedii;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600570;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;28/08/2014;29/08/2014 a 29/08/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.4891;-43.098087;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600572;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;06/06/2012;07/06/2012 a 07/06/2012;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600577;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;06/07/2012;07/07/2012 a 07/07/2012;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600578;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;06/07/2012;07/07/2012 a 07/07/2012;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600579;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;07/08/2012;08/08/2012 a 08/08/2012;01/03/2015;Leopardus tigrinus;Gato-do-mato;Leopardus tigrinus;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus tigrinus;Espécie Ameaçada;Em Perigo;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600580;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;13/05/2013;14/05/2013 a 14/05/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600581;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;14/05/2013;15/05/2013 a 15/05/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600582;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;28/05/2013;29/05/2013 a 29/05/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600583;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;26/08/2013;27/08/2013 a 27/08/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600584;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;29/08/2013;30/08/2013 a 30/08/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600585;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;15/09/2013;16/09/2013 a 16/09/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600586;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;17/09/2013;18/09/2013 a 18/09/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600587;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;03/10/2013;04/10/2013 a 04/10/2013;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600588;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;06/05/2014;07/05/2014 a 07/05/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600589;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;16/05/2014;17/05/2014 a 17/05/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600590;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;12/06/2014;13/06/2014 a 13/06/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600591;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;01/08/2014;02/08/2014 a 02/08/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600592;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;03/08/2014;04/08/2014 a 04/08/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600593;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;15/08/2014;16/08/2014 a 16/08/2014;01/03/2015;Leopardus wiedii;Gato-maracajá;Leopardus wiedii;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Leopardus wiedii;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600594;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;26/08/2014;27/08/2014 a 27/08/2014;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.485347;-43.072761;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600598;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;12/10/2011;13/10/2011 a 13/10/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.506462;-43.032402;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600599;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;09/04/2011;10/04/2011 a 10/04/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600600;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;17/04/2011;18/04/2011 a 18/04/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600601;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;20/05/2011;21/05/2011 a 21/05/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600602;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;04/06/2011;05/06/2011 a 05/06/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600603;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;23/07/2011;24/07/2011 a 24/07/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600605;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;20/09/2011;21/09/2011 a 21/09/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600606;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;04/10/2011;05/10/2011 a 05/10/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600607;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;12/10/2011;13/10/2011 a 13/10/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.505586;-43.031647;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600610;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;25/06/2011;26/06/2011 a 26/06/2011;01/03/2015;Leopardus;Sem Informações;Leopardus;genus;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Leopardus;Sem Informações;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.5107;-43.032624;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600612;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;23/07/2011;24/07/2011 a 24/07/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.5107;-43.032624;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600619;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;20/09/2011;21/09/2011 a 21/09/2011;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.5107;-43.032624;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Cecilia Cronemberger De Faria;600652;Nº Da Autorização/Licença Sisbio: 24613, Projeto: Inventário De Mamíferos De Médio E Grande Porte No Parque Nacional Da Serra Dos Órgãos;02/04/2014;03/04/2014 a 03/04/2014;01/03/2015;Puma concolor;Onça-parda;Puma concolor;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Dos Orgãos;Brasil;RJ;Sem Informações;Espécie não Sensível;-22.50525;-43.03119;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
